Date,Close/Last,Volume,Open,High,Low
09/23/2020,76.31,7876382,78.73,78.73,76.21
09/22/2020,78.68,4486476,77.99,79.32,77.83
09/21/2020,77.75,5297337,79.16,79.171,77.32
09/18/2020,80.16,5024314,81.98,81.98,80.02
09/17/2020,82.01,5981756,82.78,83.35,81.48
09/16/2020,83.64,3722538,83.70,84.49,83.29
09/15/2020,83.20,3017586,82.56,83.98,82.50
09/14/2020,82.21,3732260,80.78,82.4582,80.68
09/11/2020,80.25,4255425,80.89,80.98,79.51
09/10/2020,80.70,4308798,81.79,81.90,80.62
09/09/2020,81.70,3158358,81.32,82.74,81.24
09/08/2020,80.90,3774109,81.54,81.59,80.32
09/04/2020,81.90,4956978,82.57,83.10,80.53
09/03/2020,82.33,5716493,83.31,84.04,81.70
09/02/2020,83.33,3136808,81.90,83.46,81.24
09/01/2020,81.81,3498932,81.47,81.88,80.88
08/31/2020,81.75,4835192,82.48,82.50,81.439
08/28/2020,82.59,4549069,82.18,82.59,81.34
08/27/2020,82.05,4006826,81.03,82.305,81.01
08/26/2020,80.86,3139816,81.43,81.43,80.37
08/25/2020,81.61,3123686,81.61,81.80,80.83
08/24/2020,81.40,2553721,81.00,81.43,79.92
08/21/2020,80.88,3381012,80.74,81.23,79.89
08/20/2020,80.75,2949910,79.60,81.27,79.38
08/19/2020,79.99,4376416,81.61,81.665,79.84
08/18/2020,81.42,3635312,81.81,81.91,80.92
08/17/2020,81.81,2750093,81.20,81.85,80.83
08/14/2020,81.15,3399361,80.93,81.91,80.84
08/13/2020,81.14,3585541,81.88,82.57,80.93
08/12/2020,82.15,2246509,81.96,82.28,81.64
08/11/2020,81.33,5193807,83.33,83.47,81.02
08/10/2020,82.52,3410208,82.64,83.02,82.16
08/07/2020,82.39,4447764,80.93,82.43,80.80
08/06/2020,81.23,3646506,80.79,81.455,80.71
08/05/2020,81.10,3374522,81.80,82.12,80.70
08/04/2020,81.51,4078304,80.17,81.71,80.11
08/03/2020,80.31,5629717,81.42,81.42,79.88
07/31/2020,81.39,9312341,81.45,81.50,80.12
07/30/2020,81.54,6602740,81.00,81.61,80.47
07/29/2020,82.07,5429565,80.96,82.07,80.82
07/28/2020,80.51,6613296,78.91,80.8992,78.74
